urn,pears,la_number,easting,northing
110199,0.270071374,825,487633,192680
110205,0.056504336,825,487067,193481
136684,0.910529443,825,481021,214692
131852,0.316550812,825,485618,194157
110206,0.85281566,825,481446,213042
131907,0.797778917,825,488886,196245
131815,0.444929082,825,484556,193919
110208,0.764426864,825,478818,195305
110209,0.453578384,825,479827,197725
131908,0.422556645,825,484592,195166
138583,0.935257528,825,498793,198087
133513,0.547962053,825,480874,204048
139679,0.030127956,825,503664,188252
110214,0.616872214,825,498849,193468
110215,0.75000864,825,492186,217377
110216,0.852470758,825,501627,198304
110217,0.483125668,825,496322,202606
110219,0.980165544,825,503944,186548
110220,0.691499317,825,491614,179454
110222,0.970622536,825,483997,228620
110223,0.883198841,825,493223,186323
110224,0.368898848,825,473483,225023
110225,0.847726328,825,497272,219416
110227,0.52289074,825,500021,185668
110228,0.315159508,825,468092,231818
110229,0.872545531,825,474441,208880
110234,0.099076098,825,488616,191766
110236,0.37769082,825,482846,194742
110237,0.310363765,825,492924,200354
110238,0.799263008,825,464991,207291
110238,0.577538021,825,464991,207291
110238,0.622926918,825,464991,207291
110238,0.22330213,825,464991,207291
110239,0.342984162,825,503246,181301
110241,0.423153635,825,497589,191805
110243,0.615342812,825,498766,202167
110244,0.968068883,825,489684,198939
110247,0.605567752,825,487199,201195
110248,0.23088546,825,470013,227192
110249,0.446031502,825,483301,210383
110253,0.823582098,825,474314,233656
110255,0.163481925,825,490553,193729
110258,0.350262067,825,491333,188993
110260,0.750604477,825,483945,192429
110261,0.823053652,825,489468,193452
110265,0.661716764,825,496258,185666
110266,0.566457342,825,497320,198447
110268,0.352822891,825,489821,197214
110269,0.860517976,825,499272,191193
110270,0.78008726,825,483933,213648
110271,0.436191563,825,500090,197621
110274,0.866204191,825,489263,190053
110276,0.86840426,825,481076,214673
110278,0.55203583,825,468121,220706
110279,0.225595963,825,502650,183132
110280,0.273645162,825,484189,212641
110282,0.874378521,825,484173,212481
110283,0.591464796,825,489263,190053
110284,0.135898696,825,483996,213808
110286,0.914886578,825,481953,214620
110287,0.413508112,825,498812,193190
110289,0.219568678,825,485262,193114
110291,0.22109288,825,494210,190394
110293,0.873480337,825,486968,208392
110294,0.443114096,825,497082,199042
110297,0.660075724,825,489854,194681
110298,0.630076246,825,493031,203685
110299,0.341969764,825,490003,189347
110300,0.445635317,825,490706,197248
110303,0.124611685,825,489933,193778
110304,0.388148223,825,487214,200695
110305,0.640208049,825,495819,201174
110309,0.248172418,825,495633,202388
110313,0.053526491,825,480182,215056
110314,0.584232564,825,484409,188436
110318,0.16339217,825,480996,213592
110319,0.32353833,825,492647,181673
110320,0.32037046,825,480932,191813
137979,0.729171578,825,484924,191396
110324,0.95291307,825,487906,193181
110326,0.072574713,825,489054,188075
110328,0.233480938,825,486021,197212
110329,0.245709311,825,470150,234632
110332,0.673550826,825,488022,212166
110333,0.117905666,825,479347,221216
110335,0.029679938,825,488614,196662
110336,0.012374647,825,483923,186686
110337,0.374504741,825,496818,200585
110338,0.283201407,825,469157,209445
110340,0.90663,825,489854,194681
110343,0.87010288,825,502752,182935
110344,0.039898196,825,496005,185560
110347,0.996310185,825,474441,208880
110351,0.790814314,825,483353,212946
110353,0.368474316,825,497111,199163
110356,0.065103601,825,481458,212095
110358,0.656825517,825,483007,212157
110359,0.463081861,825,483353,212946
110360,0.548317538,825,500809,191408
110374,0.255357821,825,503560,181193
110376,0.74394651,825,474263,216743
110391,0.320836448,825,487641,209037
110393,0.862875464,825,483739,198275
137939,0.637102405,825,470725,233606
110398,0.113493778,825,492346,190415
110403,0.601658751,825,488244,194460
130328,0.570461519,825,497948,184166
131523,0.700621104,825,485432,187121
110410,0.401317357,825,468588,235800
110411,0.489119108,825,464865,223164
110412,0.608246193,825,477664,222762
110413,0.361091119,825,472221,230589
110414,0.400464104,825,485048,226197
110415,0.934693452,825,480720,233980
110416,0.673698431,825,480291,213831
110417,0.611423568,825,483747,215153
139446,0.097289056,825,465777,214060
110419,0.610110066,825,490616,230514
110420,0.840440434,825,478887,212274
110421,0.770429019,825,487037,208426
110422,0.698467318,825,485498,211067
110423,0.100250529,825,486470,219345
110424,0.351927454,825,497523,197994
110425,0.340443379,825,497029,199861
110426,0.762287189,825,494813,195215
140721,0.974283693,825,489750,201263
110428,0.48515234,825,490656,204278
110429,0.928187596,825,492521,196409
110430,0.429059705,825,482465,206041
110431,0.676517336,825,487409,196974
110432,0.452042833,825,478701,204931
110433,0.826042603,825,484779,187360
110434,0.799859512,825,481536,204361
110435,0.525977126,825,496196,182789
110437,0.674727186,825,466415,226513
110438,0.715555938,825,470393,235166
110440,0.047247499,825,484455,231006
110441,0.234510381,825,477008,231309
110442,0.758110157,825,471714,217161
110444,0.913661284,825,481666,228859
110445,0.115044785,825,494085,206741
110446,0.738593376,825,474346,208045
110447,0.740043189,825,474496,220071
110448,0.10874081,825,463880,211959
110449,0.637638346,825,477346,228075
110450,0.001592676,825,492887,182555
110451,0.890363847,825,480039,227396
110452,0.784283744,825,473772,211149
110454,0.938449591,825,492075,214575
110455,0.993052193,825,495509,197687
136726,0.160795591,825,499859,190931
110457,0.97089483,825,492018,198969
139164,0.66992846,825,496501,191516
110459,0.256261033,825,494473,191035
110460,0.7364257,825,478357,192775
110461,0.992071842,825,479605,190192
110462,0.836101145,825,488967,195252
110463,0.233751463,825,486148,192794
110464,0.717641353,825,475770,192723
110465,0.766414514,825,482504,199975
110466,0.222736789,825,487494,188178
110467,0.726270527,825,478631,196717
110468,0.95674499,825,483979,199668
110469,0.291583815,825,490610,187634
138121,0.49118935,825,491079,182279
110471,0.219291393,825,484854,187007
110473,0.820773228,825,484505,186980
110475,0.30792801,825,483494,213144
110477,0.215499353,825,499436,189866
110478,0.065985113,825,483468,213264
110479,0.569032461,825,495857,199968
110480,0.326951879,825,482849,214735
136858,0.550461787,825,488304,193061
110484,0.188604344,825,469857,233403
140678,0.841498662,825,489794,187672
136771,0.397436143,825,485635,191641
110488,0.430998167,825,482890,212964
137372,0.071473778,825,481016,202968
110490,0.064604166,825,489619,200782
137261,0.327254336,825,487087,208299
137564,0.718172086,825,493590,182359
136846,0.238045872,825,482670,213285
137219,0.674573218,825,499004,197471
136845,0.144473247,825,481162,213406
110497,0.246531132,825,481861,211829
138058,0.691538189,825,490146,197121
137091,0.441666708,825,496815,202049
139367,0.781991726,825,494251,190217
137256,0.382968543,825,489222,195042
137343,0.039805817,825,497338,197463
136884,0.334921417,825,482718,213496
137344,0.280694354,825,469709,233267
136723,0.64418391,825,485805,191866
136419,0.310165514,825,496221,198411
136781,0.116230281,825,484538,186409
110516,0.163706254,825,486233,191806
110518,0.046011925,825,494179,216133
110519,0.304718006,825,488119,222550
137964,0.514847444,825,486547,193337
110521,0.284979525,825,488399,192380
110522,0.767799497,825,484429,192593
110523,0.807406674,825,497086,202860
110524,0.32944113,825,489658,190872
110277,0.671807323,825,482134,185083
137774,0.116477619,825,500522,187890
140893,0.528120938,825,494023,190325
137215,0.388013238,825,499104,191079
136484,0.496250815,825,487371,194343
110533,0.365821392,825,488072,222311
137355,0.160412549,825,474407,216576
136964,0.453245783,825,485669,187545
131915,0.285571677,825,484533,195063
137934,0.024966336,825,493250,192765
110576,0.09578436,825,481156,213218
110577,0.274023239,825,487905,200204
110577,0.757475104,825,487230,207246
110577,0.694860655,825,487905,200204
110577,0.799604711,825,487230,207246
110578,0.751630153,825,485024,191841
110579,0.367244265,825,497784,197770
110581,0.153465875,825,482546,214130
110582,0.914331772,825,496828,202437
110588,0.005985455,825,482279,211277
131933,0.864312176,825,489486,187604
110197,0.786687242,826,487620,233771
126565,0.45919387,826,486854,236268
134310,0.038909978,826,485218,234308
140252,0.498746287,826,484950,241505
131397,0.236153418,826,490637,236689
131670,0.336397635,826,484402,235141
131718,0.512128813,826,486157,244035
132733,0.78442058,826,484901,232999
132210,0.26081939,826,485880,241078
132787,0.358362318,826,482829,235328
133259,0.349469474,826,489534,238243
133366,0.931901417,826,479704,239996
110213,0.849490732,826,479924,244421
140734,0.836661768,826,488384,239032
138440,0.975645452,826,487933,236182
138605,0.709142713,826,486660,238706
139057,0.022975931,826,486238,236403
110226,0.843750028,826,488609,249693
110230,0.842306252,826,480074,247147
110231,0.406370255,826,482120,242568
110240,0.378388364,826,485450,237740
110242,0.433703789,826,491850,253585
110245,0.689104162,826,482813,241263
136792,0.234182173,826,488343,251427
110252,0.471029873,826,478880,240495
110256,0.714753858,826,481903,240804
110257,0.920262591,826,481329,240913
136275,0.714340106,826,487671,232955
110290,0.476093867,826,486059,233246
110330,0.365555515,826,483362,241214
110345,0.349738157,826,481029,240203
110352,0.921746354,826,488565,252240
110354,0.599089564,826,487426,236631
110355,0.700468354,826,486560,237869
110361,0.94482732,826,486813,236308
110363,0.02758292,826,485433,240011
110365,0.85647636,826,483978,241046
110366,0.715393712,826,485196,241826
110367,0.312482884,826,481226,240317
110368,0.206117111,826,484701,241403
110369,0.279580963,826,483547,239698
110372,0.787585782,826,485871,240172
110375,0.227982047,826,484944,239647
138715,0.031114079,826,486971,238927
110379,0.7799815,826,486401,238560
110380,0.554050419,826,483603,239832
110381,0.44741638,826,486093,242454
110382,0.860209839,826,483761,239776
110384,0.956057052,826,482086,238424
110385,0.253167401,826,484272,239236
110388,0.881318382,826,487157,241180
139449,0.74012915,826,489618,236069
139861,0.749405986,826,483365,237322
110392,0.040931193,826,482524,238208
110394,0.275315646,826,483974,235841
110395,0.527441853,826,486916,243070
110399,0.528701821,826,487471,243751
110400,0.065940636,826,483571,236622
110401,0.380611675,826,486149,234941
130953,0.68017812,826,489693,236094
141271,0.661938806,826,489487,237149
130254,0.176422423,826,487495,232344
131190,0.297896058,826,484241,234898
131348,0.922377722,826,483154,237739
110404,0.446903176,826,485711,235245
110405,0.384175121,826,492544,251531
110406,0.479852039,826,492648,244648
110407,0.792404718,826,489229,246567
110408,0.680660035,826,483760,248606
110443,0.90160898,826,485268,241981
110472,0.60528602,826,479017,240688
110476,0.857438268,826,485451,233132
110481,0.590529927,826,487430,232728
110482,0.2849633,826,485496,240845
110483,0.399153166,826,480473,240226
134423,0.83389931,826,490567,234594
136853,0.167741896,826,482329,235232
135107,0.412613759,826,487939,243462
135271,0.776536417,826,489544,240044
136842,0.960353677,826,490091,236608
138439,0.47624964,826,487516,232076
137052,0.002057754,826,486761,243164
136730,0.353987449,826,483160,235011
110517,0.897689717,826,485623,237130
136844,0.626335862,826,481650,236327
137061,0.970663082,826,482321,238479
138933,0.087879041,826,485789,233972
110526,0.672360011,826,484254,241007
110532,0.281741161,826,480805,240797
136468,0.496837859,826,483107,236985
110575,0.658502166,826,485829,234124
110587,0.215177504,826,480546,241144
110592,0.917550329,826,487012,236959
112469,0.852501656,830,402025,395856
112470,0.171366687,830,401061,394609
112477,0.092643088,830,399930,385505
112478,0.21974146,830,439496,350198
112481,0.903294009,830,413610,368357
112483,0.874605561,830,445774,355113
112484,0.162766383,830,444215,356386
112485,0.58013175,830,441054,355327
131632,0.530280214,830,437376,339648
131633,0.02922408,830,428335,320791
112492,0.10786904,830,442089,355552
140843,0.890361999,830,437395,373383
112493,0.640513111,830,441111,355476
112494,0.69469814,830,441222,355357
112495,0.473191547,830,443632,351889
131776,0.172195581,830,430522,360449
112496,0.487027298,830,442506,352791
112497,0.654350538,830,442767,352714
112498,0.305539864,830,442371,353644
112499,0.113332293,830,442302,353905
112500,0.35943629,830,439882,352954
132225,0.195809107,830,437213,371184
133516,0.608800594,830,433923,378446
133538,0.321123282,830,406187,380715
112501,0.851004754,830,434766,363386
112502,0.990716819,830,441396,329791
112503,0.907872519,830,446385,366078
112504,0.0999197,830,420771,383634
112505,0.820439187,830,447561,377351
112506,0.031227119,830,443486,358377
112507,0.305784642,830,444431,359346
112508,0.061632037,830,442148,358312
112509,0.284170707,830,446696,370271
112511,0.297842224,830,447578,370599
112512,0.037934652,830,417223,381312
112513,0.71315093,830,433873,373308
112514,0.888939165,830,431469,371657
112515,0.019901709,830,423172,354232
112516,0.799732577,830,446229,333456
112517,0.925499784,830,439819,373986
112518,0.376821447,830,440790,372152
112519,0.958830966,830,440736,373813
112520,0.751159648,830,404623,372909
112521,0.144147912,830,405893,372645
112522,0.481468927,830,406036,373331
112523,0.360051323,830,406184,371890
112525,0.381241032,830,404118,378382
112526,0.128410001,830,402340,382147
112530,0.145362103,830,438150,363676
112532,0.017318205,830,449339,375316
112533,0.705512174,830,449299,375379
112534,0.305722287,830,435087,354211
112535,0.40703768,830,424765,374355
112536,0.564669783,830,432255,357073
112537,0.367273693,830,412164,333932
112538,0.646086235,830,444247,333349
112539,0.805549967,830,435324,378199
112540,0.870754543,830,435324,378199
112541,0.184558177,830,433306,378867
112542,0.189427471,830,442591,379311
112543,0.808941129,830,441863,378729
112544,0.808839916,830,440405,379095
112545,0.613608132,830,444544,377895
112546,0.698032504,830,440410,381841
112547,0.607947754,830,426777,328116
112548,0.690942795,830,452343,374218
112549,0.004806443,830,426852,331670
112550,0.706858765,830,424274,377739
112551,0.842047243,830,431248,329521
112552,0.994980288,830,402916,396243
112553,0.766099314,830,440594,366789
112554,0.246337588,830,403136,387280
112555,0.263525812,830,444283,347839
112557,0.112191394,830,444493,346306
112558,0.51504225,830,444049,347603
112561,0.75645077,830,444397,346058
112562,0.070733347,830,444191,345895
112563,0.717516473,830,443409,345717
112564,0.198601244,830,443911,366405
112565,0.963807362,830,431685,377571
112566,0.868534197,830,417162,383723
112567,0.708213884,830,439613,344817
112568,0.5960534,830,446807,341828
112569,0.053680777,830,446427,344110
112570,0.899634394,830,446427,344110
112571,0.32864145,830,446171,343044
112572,0.072193824,830,446720,340254
112573,0.040130537,830,447164,341020
112574,0.45906074,830,446793,340865
112575,0.418118212,830,446359,342983
112576,0.993675626,830,438076,345862
112577,0.915667532,830,438076,345862
112578,0.087689241,830,446246,381376
112579,0.519601658,830,446221,381305
112580,0.611122927,830,436385,341505
112582,0.432383691,830,447828,334362
112583,0.723968802,830,447885,334056
112584,0.057082922,830,449936,333732
112585,0.014511515,830,448122,335285
112589,0.133696852,830,413481,337973
112591,0.795635321,830,428128,362524
112592,0.547730425,830,432353,359878
112593,0.780448962,830,438749,325670
112594,0.161123224,830,438806,325740
112595,0.451209915,830,439457,341378
112596,0.353156846,830,441091,360158
112597,0.338868977,830,399965,385822
112598,0.61258078,830,398203,385709
112599,0.468577221,830,399548,384690
112600,0.401449664,830,401067,387096
112602,0.44483197,830,441901,334881
112603,0.963901309,830,429942,315687
112604,0.078963868,830,418589,354524
112605,0.705590114,830,442507,362157
112606,0.366275186,830,441574,363572
112607,0.822738194,830,445737,355339
112608,0.840020964,830,445690,355134
112609,0.839369033,830,445403,354537
112610,0.1001114,830,449976,364760
112611,0.188428386,830,439605,349851
112612,0.221177829,830,439558,349811
112613,0.118689264,830,438572,348322
112614,0.184478705,830,447659,336541
112615,0.710557311,830,449599,368783
112616,0.126765776,830,452260,369213
112617,0.129298288,830,447587,368281
112618,0.527403991,830,443414,330431
112619,0.806220295,830,452611,368495
112621,0.075004388,830,441008,359512
112622,0.28871507,830,444113,356964
112623,0.854717339,830,444630,356665
112624,0.68966469,830,444153,356411
112625,0.523121169,830,437854,355519
112626,0.739449732,830,441859,375412
112626,0.071415882,830,441859,375412
112626,0.237798569,830,441859,375412
112626,0.062910003,830,441859,375412
112627,0.965999953,830,442972,374213
112628,0.982227589,830,444234,373426
112628,0.526307073,830,444234,373426
112628,0.495958115,830,444234,373426
112628,0.6569908,830,444234,373426
112629,0.750705682,830,443040,374369
112630,0.81632095,830,444026,372450
112631,0.344563361,830,416083,331968
112632,0.805936691,830,442649,371103
112633,0.225052252,830,429987,320298
112635,0.864269724,830,428412,320954
112636,0.860902309,830,428567,321013
112637,0.576180563,830,426733,320044
112638,0.326951575,830,442048,367707
112639,0.165124355,830,443347,360076
112640,0.219892698,830,444232,361066
112641,0.483326225,830,439571,366115
112642,0.411307338,830,437349,377158
112643,0.935930052,830,437634,377449
112646,0.618835496,830,437080,357735
112647,0.086917324,830,401084,381080
112648,0.833965024,830,400851,383480
112649,0.176205023,830,453057,376201
112650,0.079435811,830,454132,376491
112651,0.853675202,830,437490,367116
112652,0.600006409,830,429053,354024
112653,0.695875808,830,428764,354305
112654,0.321976151,830,427843,355702
112655,0.995631602,830,431640,318879
112656,0.934383811,830,408762,376434
112659,0.002788893,830,437781,373902
112660,0.882756543,830,438306,369406
112661,0.809034551,830,438267,369929
112662,0.573210618,830,438044,373893
112664,0.822675709,830,439317,369606
112665,0.896951568,830,439683,370765
112666,0.682649312,830,438381,375156
112667,0.181809887,830,437534,372639
112668,0.051679157,830,439768,375345
112669,0.038303094,830,436455,370911
112671,0.448240501,830,437442,370463
112672,0.505621046,830,452075,368182
112673,0.08438131,830,436704,371807
112674,0.824949654,830,435753,370810
112676,0.865067359,830,439191,359825
112677,0.548776883,830,430978,320463
112678,0.924126356,830,418474,346990
112679,0.318294054,830,421254,330089
112680,0.480997744,830,435968,378893
112681,0.338717816,830,445635,340452
112682,0.388832557,830,452075,368182
112684,0.996654351,830,447208,332028
112685,0.584370429,830,436379,379172
112686,0.675901,830,418369,345613
112687,0.718057841,830,441259,356167
112688,0.4412443,830,441901,334881
112689,0.107270771,830,447208,332028
112690,0.598078698,830,433774,343337
112691,0.586198676,830,436770,371825
112692,0.239821604,830,401910,395982
112693,0.799045769,830,401097,394594
112694,0.249780741,830,429783,320607
112696,0.96534654,830,435607,379173
112697,0.752783624,830,438353,367573
112698,0.826821466,830,436049,378708
112699,0.171309002,830,406813,373662
112700,0.857516207,830,447498,332801
112701,0.084328708,830,429929,328443
112702,0.287224189,830,447774,337042
112704,0.840557056,830,441290,349475
112705,0.816811987,830,444824,375107
112706,0.624309857,830,402231,393666
112708,0.982254958,830,447326,341528
112709,0.568490954,830,446785,342051
112710,0.377047152,830,439594,350859
112772,0.747087396,830,435656,372167
112773,0.415764037,830,436764,350617
112775,0.654521909,830,437683,369854
112777,0.296388552,830,436905,373506
112781,0.517629799,830,433778,330985
112784,0.948577246,830,452365,367111
112785,0.526824895,830,434627,347932
112786,0.246964289,830,434897,351250
112787,0.455103843,830,436257,347884
112788,0.637928878,830,434994,345186
112793,0.886468039,830,453260,371196
112796,0.001501166,830,417631,346502
112797,0.62968346,830,421733,368644
112798,0.917145389,830,434171,375125
112799,0.527238842,830,435271,328504
112800,0.34634672,830,425439,372403
112802,0.049620907,830,422507,345781
112803,0.491609094,830,417524,381134
112804,0.27021941,830,425423,341944
112805,0.587548058,830,437152,339855
112806,0.612805518,830,407081,373639
112807,0.25902059,830,415075,382971
112809,0.312648944,830,407645,378073
112810,0.424447608,830,438146,372433
112810,0.178162803,830,438146,372433
112810,0.128825023,830,438146,372433
112810,0.811982423,830,438146,372433
112811,0.951238442,830,416738,344935
112812,0.656696887,830,424541,315355
112813,0.888080666,830,412304,385961
112814,0.157299439,830,452310,374433
112815,0.790739506,830,422221,360974
112816,0.322911258,830,421888,376410
112817,0.267195518,830,403025,394516
112818,0.916149745,830,402877,393865
112819,0.239963255,830,417888,378089
112820,0.099710797,830,425701,365766
112821,0.903195504,830,409059,367096
112822,0.655898035,830,415606,359318
112823,0.830109753,830,412994,360420
112824,0.867331094,830,432534,320994
112826,0.173833544,830,442913,346214
112827,0.658136402,830,444650,347130
112828,0.022132041,830,441999,347493
112830,0.877747663,830,437768,344489
112831,0.256945568,830,424643,347148
112832,0.83203843,830,426810,350202
112833,0.592526207,830,428908,338737
112834,0.144369886,830,421057,350455
112835,0.898381903,830,421841,337718
112836,0.987106946,830,443485,343050
112837,0.25719382,830,429257,361088
112838,0.760546166,830,429641,360746
112839,0.755604668,830,426647,363072
112840,0.512136926,830,429507,356728
112841,0.304165099,830,429398,357816
112842,0.105655794,830,426826,361477
112843,0.91873514,830,415007,366520
112844,0.974580916,830,428742,312840
112845,0.978189446,830,413280,341485
112846,0.422579363,830,425036,338097
112847,0.706422203,830,419891,343955
112848,0.120319832,830,411214,379329
112849,0.336207258,830,440623,350519
112850,0.190766698,830,446189,335707
112851,0.375333987,830,424318,316745
112853,0.354921474,830,440848,344618
112854,0.893108806,830,441902,340320
112855,0.37867528,830,441594,342230
112856,0.189535549,830,424161,364377
112857,0.929993554,830,445148,374459
112858,0.949404747,830,422881,375420
112859,0.151838566,830,436896,361403
112860,0.460769358,830,429711,318329
112861,0.059318212,830,421761,317838
112862,0.816305782,830,428380,342929
112863,0.481862685,830,424560,360634
112864,0.421870236,830,428886,354124
112865,0.831456877,830,431640,318879
112866,0.568082857,830,433412,354260
112867,0.085822631,830,434998,354410
112868,0.746317212,830,403775,394319
112869,0.344990173,830,401980,395923
112870,0.220806082,830,421650,367717
112871,0.604229213,830,420748,333648
112872,0.921715455,830,400808,380733
112874,0.688043193,830,436422,345344
112875,0.541307922,830,435614,348172
112876,0.190360732,830,440796,371272
112877,0.037596528,830,400462,392914
131156,0.26344948,830,441815,349724
112878,0.321809596,830,425303,353302
112880,0.022452057,830,435636,352889
112881,0.29179829,830,439931,346474
112882,0.968460481,830,442898,379694
112883,0.114759371,830,417463,350082
112884,0.429840465,830,402074,394353
112885,0.278317017,830,423428,381698
112886,0.827845435,830,416378,375198
112887,0.885195621,830,419905,371748
112888,0.360165494,830,428031,358131
112889,0.490950957,830,400435,385595
112890,0.401647113,830,428069,325632
112891,0.380335668,830,424091,370929
112892,0.554331014,830,413766,371219
112893,0.579325278,830,415276,375959
112894,0.00564503,830,429557,346555
112895,0.903658441,830,442911,341368
112897,0.328888452,830,405944,374051
112898,0.629654086,830,437830,371605
112900,0.855111881,830,403951,394844
112901,0.441713945,830,403548,393705
112902,0.712880561,830,401434,396155
112903,0.677483643,830,446338,341058
112904,0.736513003,830,399881,385523
112906,0.500206061,830,429755,320318
112907,0.394636771,830,434846,348281
141478,0.590103173,830,452826,368248
112909,0.588947132,830,441375,356295
140070,0.321837337,830,447665,334388
112911,0.65367559,830,400958,393864
112912,0.905487985,830,449010,332820
112913,0.252666804,830,433774,378366
112923,0.919029376,830,401648,396997
112924,0.844623168,830,421266,364412
112925,0.761164574,830,445301,380603
112929,0.051626514,830,430652,360635
134139,0.761007294,830,440908,365710
134773,0.598863189,830,442873,373826
135172,0.078514218,830,442761,346788
112930,0.99590502,830,440511,353058
112930,0.891843398,830,440511,353058
112930,0.233611394,830,440511,353058
112930,0.515251333,830,440511,353058
137109,0.244693111,830,446044,341827
112935,0.191684371,830,447792,334251
112936,0.563450566,830,400361,385556
112938,0.910465576,830,428463,321070
112939,0.037591652,830,444235,347776
112940,0.74780167,830,431325,319951
137350,0.480763571,830,416729,383419
112943,0.384135725,830,441545,379162
136485,0.202772777,830,445626,340939
112948,0.081362056,830,438492,346804
112948,0.593726412,830,438492,346804
112948,0.907553526,830,438492,346804
112948,0.134333786,830,438492,346804
112950,0.909913479,830,431151,361173
112957,0.071025617,830,403434,394679
112958,0.379315037,830,438941,375212
112959,0.877265708,830,439742,369190
112961,0.650474353,830,437559,370465
136548,0.179886004,830,435441,370671
136972,0.958047823,830,418251,347224
112968,0.021609114,830,428804,353596
112969,0.676096687,830,435660,378413
112970,0.906811751,830,405362,372622
112971,0.815582094,830,405853,373949
112974,0.833524288,830,430283,319922
112976,0.623959162,830,431021,326822
112978,0.067172467,830,427920,316403
112979,0.346381966,830,434264,343794
137897,0.537021769,830,442500,336007
112981,0.769909962,830,433480,340973
112982,0.176530854,830,428474,320217
137543,0.543938385,830,429420,318878
112527,0.236777624,830,404993,382493
136505,0.638439889,830,434267,343283
112989,0.162697851,830,436500,347830
136591,0.87315935,830,426835,331962
137606,0.618361273,830,442304,346155
112994,0.849413123,830,446868,336279
112995,0.372737733,830,429393,320143
112996,0.624724773,830,421229,367709
138470,0.730706414,830,436585,373056
137908,0.454474252,830,445172,340919
141259,0.678428347,830,440817,349915
131322,0.153859052,830,438219,375279
131323,0.549597187,830,436549,344519
113031,0.870057877,830,447607,334202
113032,0.538289428,830,436326,371652
113033,0.618022511,830,441040,353120
113037,0.911694537,830,446874,343870
113039,0.378022158,830,404561,382543
113040,0.372603005,830,440522,355464
113041,0.987847123,830,448316,333073
112471,0.124795387,831,436784,332545
112472,0.571940724,831,434694,336780
112474,0.139435176,831,435354,333884
112475,0.279116086,831,435138,334172
112476,0.474427713,831,434665,334904
112479,0.658109426,831,434095,336426
112480,0.246491929,831,434377,337027
132133,0.543001542,831,434614,336715
136071,0.338991024,831,434280,337422
131401,0.007553087,831,437070,337905
131798,0.680995593,831,432485,332961
131799,0.597576551,831,438323,338796
131980,0.934232885,831,436378,337855
133258,0.308944009,831,437330,330314
138443,0.396274495,831,438163,332966
138514,0.808641863,831,438971,333580
138790,0.324312639,831,437568,332620
138992,0.588305755,831,433954,331814
140842,0.180840863,831,434046,335140
112717,0.694997569,831,434705,335747
112720,0.376504363,831,434551,334521
112727,0.918964265,831,435476,334005
112728,0.755208825,831,435476,334005
112733,0.784828236,831,435768,335055
112736,0.512484283,831,432807,336609
112737,0.758683627,831,432807,336609
112739,0.06284839,831,434240,337456
112740,0.463843201,831,434184,339795
112741,0.71516473,831,434175,339729
112743,0.711577962,831,439052,333061
112744,0.66769691,831,439052,333061
112745,0.824661507,831,437001,331569
112747,0.180165943,831,437290,338474
112749,0.645443207,831,438418,337658
112751,0.59919993,831,438763,336249
112752,0.267675438,831,438209,335911
112754,0.313252724,831,438143,330491
112756,0.856736904,831,433564,332917
112757,0.934688678,831,433546,332978
112758,0.728216004,831,432394,334706
112759,0.418937138,831,431230,335375
112760,0.004716925,831,431328,335346
112762,0.752174744,831,439670,336355
112765,0.351856059,831,430280,335122
112766,0.859354006,831,438391,332567
112767,0.827151728,831,438462,332647
112770,0.522559636,831,434557,331497
112771,0.194060339,831,434447,330751
112774,0.447943693,831,430886,333955
112778,0.461015674,831,434331,335223
112779,0.040047549,831,434024,338456
112782,0.285267841,831,436473,337013
112790,0.85647505,831,430554,334721
112873,0.63096877,831,434904,334977
112915,0.402091503,831,435523,335323
112917,0.86228837,831,434984,338822
112917,0.820419495,831,434984,338822
112917,0.837952899,831,434984,338822
112917,0.176700294,831,434984,338822
138666,0.751925677,831,433490,333107
112919,0.594862548,831,439753,335929
112921,0.803139105,831,433174,334310
112922,0.799744494,831,435786,334980
112926,0.63196907,831,434974,335269
112927,0.606991104,831,437836,336774
112951,0.849212027,831,433628,335595
112956,0.865510664,831,432007,333693
138622,0.203417782,831,434643,338558
112975,0.995842778,831,440747,336161
112977,0.215310652,831,437955,330519
112983,0.841311492,831,437001,331569
112991,0.073339889,831,431642,335735
136634,0.783862832,831,439572,336201
113045,0.74655885,831,436397,338020
113046,0.416369672,831,432076,334993
113048,0.702123317,831,436982,338574
131827,0.819031881,835,388534,106730
130316,0.306390591,835,368078,88243
130315,0.363167185,835,363966,117323
134373,0.444219836,835,366521,78785
134374,0.17753243,835,415320,93103
132767,0.049218679,835,408561,109639
113658,0.213306219,835,384718,94293
113659,0.610335019,835,391974,108286
113660,0.368021872,835,347225,93261
113660,0.042671313,835,347225,93261
113660,0.463468042,835,347225,93261
113660,0.530385539,835,347225,93261
134077,0.964668657,835,366974,79541
113661,0.803825168,835,373309,87225
140560,0.104907642,835,347386,101617
113662,0.742518302,835,336473,93262
113663,0.164373403,835,376027,100070
113665,0.048965067,835,368443,90363
113666,0.870401825,835,380945,126580
113667,0.407457677,835,407250,100231
113669,0.63459999,835,375250,108317
113670,0.315190423,835,394404,94836
113671,0.947006033,835,397542,93082
113672,0.618849444,835,380011,97912
113673,0.801713737,835,364042,117428
113674,0.56143449,835,380553,121642
113675,0.204909799,835,394982,99613
113676,0.51788478,835,378490,113892
113677,0.515027412,835,402781,78491
113678,0.634795252,835,408142,106126
113679,0.916360649,835,400759,100335
