urn,apples,la_number,easting,northing
116203,0.440161869,851,464417,99444
116204,0.724685747,851,465706,103633
116207,0.224874979,851,466403,101026
116210,0.578352102,851,465347,100285
116211,0.030011787,851,464716,102645
116212,0.682773714,851,466210,99568
116213,0.875320255,851,466505,101117
116217,0.808173889,851,466210,99568
116219,0.832228039,851,465217,101882
116220,0.481471716,851,467154,100558
116221,0.171001985,851,465659,99708
116222,0.176749045,851,466778,99931
116223,0.229729121,851,465535,98887
116226,0.801117047,851,465231,101231
116227,0.396630051,851,465689,101485
116258,0.288418578,851,465477,105834
116344,0.489826971,851,463551,99358
116384,0.881731085,851,464825,102519
116385,0.671129009,851,464760,100386
116386,0.128405176,851,464979,98593
139714,0.270044845,851,465276,100930
141175,0.539841148,851,465167,99908
116461,0.066581774,851,467170,105252
116463,0.37871777,851,465608,102759
140697,0.718854632,851,466915,102468
116487,0.581754749,851,463751,105922
139496,0.800836154,851,465529,102446
116505,0.216499878,851,464522,100311
139967,0.044268736,851,465666,102997
116628,0.333669878,851,466477,104582
135308,0.25063489,851,464157,102948
116643,0.404938918,851,465666,102997
130706,0.216488496,851,467329,101408
115831,0.247276598,852,443003,116387
133675,0.271300956,852,438428,115071
131839,0.560668545,852,442874,115730
132025,0.672823675,852,446372,111037
132117,0.114733848,852,446262,112477
133704,0.337399348,852,438321,114366
139632,0.111613614,852,440788,115194
139947,0.32657674,852,447335,111784
131272,0.313876512,852,437713,114640
140263,0.504062478,852,444603,113319
116088,0.203814993,852,442360,113443
116089,0.356271501,852,443875,113282
116090,0.448726846,852,443897,114656
116092,0.491690429,852,442704,113029
116093,0.48068524,852,442769,112848
139027,0.667736256,852,444355,111551
138625,0.968463677,852,444273,111464
138626,0.662474288,852,443089,114830
116102,0.820287228,852,443378,114140
116103,0.187421052,852,441947,111114
138910,0.592886303,852,440414,114462
138903,0.500645711,852,440414,114462
116106,0.370800632,852,445354,111237
116107,0.986739113,852,445177,112149
116108,0.516489871,852,445176,111994
116109,0.288022014,852,442972,115430
116110,0.274077056,852,444088,110867
116112,0.153345244,852,445364,110544
140516,0.096732687,852,444884,113287
116117,0.4276352,852,444423,115783
116127,0.202974214,852,445544,114137
138898,0.517245452,852,440778,115259
139619,0.221111527,852,447335,112774
140478,0.309809609,852,445331,114722
116133,0.433493723,852,444885,109614
116134,0.616927604,852,445283,114779
116138,0.520653399,852,439778,116388
116251,0.368095703,852,438417,115809
116253,0.723070506,852,438417,115809
116261,0.695294807,852,439866,113414
116262,0.63587007,852,439475,114558
116263,0.388248458,852,438527,113833
116339,0.604633408,852,444929,112864
136641,0.373256509,852,440423,112643
116342,0.264679768,852,440640,113077
116343,0.60254508,852,442589,111974
116395,0.78380303,852,442273,114984
137293,0.702592159,852,441239,112841
116397,0.263151443,852,437537,114876
116398,0.721778195,852,444175,111169
139747,0.098957465,852,445995,113679
116450,0.537177818,852,439331,113847
116451,0.203939588,852,445087,111916
116454,0.576060901,852,445407,109984
137037,0.947255168,852,440600,114593
116507,0.89905509,852,443481,116479
138476,0.738554797,852,441867,112991
116621,0.226169437,852,441568,115864
116624,0.408544578,852,441386,112497
116625,0.71775062,852,441466,115902
133747,0.129575717,852,440169,115737
130704,0.643812766,852,445293,112329
130707,0.110452666,852,441049,114287
119901,0.498137004,855,456986,295544
136754,0.288595258,855,457936,296693
140696,0.885390231,855,472208,323046
119903,0.691812828,855,455070,308465
138346,0.408700478,855,474824,287602
132226,0.279929582,855,458366,295684
139340,0.463869847,855,472563,319224
138999,0.324010146,855,455367,301508
119905,0.328538644,855,430362,318025
119906,0.49143796,855,432670,316904
139005,0.56574625,855,454019,318303
140253,0.055689612,855,446425,307923
139194,0.454865578,855,474253,320835
139200,0.092909373,855,447057,297798
140608,0.402831458,855,453898,305886
140850,0.048163938,855,442569,305723
140851,0.755126958,855,455047,309394
141279,0.411658134,855,484415,292560
119910,0.859324447,855,488421,322484
139342,0.010400067,855,474091,314420
119912,0.362356336,855,458747,320810
119913,0.531244664,855,442781,313948
119914,0.157538857,855,442993,311247
119915,0.194964335,855,442428,312807
119917,0.057901134,855,442225,316029
119918,0.786474956,855,441407,318565
138528,0.616784545,855,454711,295711
119921,0.929106087,855,447476,302956
119922,0.291123685,855,454522,290586
119923,0.186477637,855,469982,289527
138807,0.263997002,855,469109,312716
119925,0.52288694,855,451916,307590
119926,0.672714526,855,439047,310826
119927,0.928149687,855,442804,294268
119928,0.963055832,855,442011,293183
119929,0.347863401,855,441821,293254
119930,0.964466048,855,444388,297025
119931,0.962110722,855,440538,310316
119932,0.638326436,855,448494,326674
140315,0.087889413,855,451980,304222
119934,0.594289651,855,445593,328069
138908,0.064627892,855,453838,320296
119936,0.833728117,855,473973,286695
139441,0.072258874,855,448955,309746
140251,0.360695195,855,446695,310339
140702,0.170074697,855,475941,319650
141469,0.762636958,855,474602,319364
119941,0.331063909,855,454122,297707
119942,0.232934047,855,444413,303953
119943,0.971322194,855,451891,309925
119943,0.513566852,855,451891,309925
119943,0.958443895,855,451891,309925
119943,0.78736343,855,451891,309925
119944,0.52331972,855,432358,314222
119945,0.828177002,855,432507,313057
139284,0.970345161,855,451145,305942
119948,0.434856991,855,461666,317595
119948,0.218272933,855,461666,317595
119948,0.460460797,855,461666,317595
119948,0.825664703,855,461666,317595
119949,0.84151728,855,436648,305859
119950,0.045180159,855,448321,318951
119950,0.829328653,855,448321,318951
119950,0.720055092,855,448321,318951
119950,0.06100661,855,448321,318951
140754,0.883593542,855,477781,310543
119952,0.699867354,855,477207,330960
119953,0.165512669,855,437112,308980
119954,0.636359266,855,440927,320558
138929,0.619110568,855,461431,309189
119956,0.484363858,855,457094,297301
119957,0.80826832,855,451529,319630
119958,0.411909192,855,451653,319613
119959,0.804439668,855,452465,307035
119961,0.986943637,855,447263,319228
139855,0.811261766,855,461740,299450
140316,0.863034818,855,453872,298939
119964,0.860356545,855,444111,292454
138154,0.537499267,855,452980,302972
119967,0.997981803,855,464915,304784
119967,0.224361089,855,464915,304784
119967,0.609408908,855,464915,304784
119967,0.076839474,855,464915,304784
138806,0.06138335,855,461955,309582
137933,0.040660391,855,459082,299267
138818,0.733808943,855,462927,310761
139737,0.445329861,855,441536,294706
139767,0.508329455,855,442690,317975
119973,0.640167249,855,451257,319033
119974,0.264416607,855,453931,284070
119975,0.161697103,855,435297,315798
119975,0.761482845,855,435297,315798
119975,0.588369811,855,435297,315798
119975,0.758413397,855,435297,315798
138805,0.730924758,855,464147,313343
139038,0.86956411,855,453447,317256
119978,0.401438068,855,455893,296223
138321,0.590221975,855,451948,297646
138345,0.276919708,855,473085,285849
119981,0.09095098,855,445580,314573
119982,0.390637785,855,444403,327435
138347,0.987031785,855,473735,288239
119984,0.31684281,855,445276,297518
119985,0.899996548,855,455174,302643
119986,0.805991748,855,443042,292172
139341,0.363239214,855,474980,317786
139845,0.983564663,855,470344,319219
119989,0.522413722,855,463632,301090
138173,0.60901321,855,461251,299096
119991,0.881637151,855,476031,318234
140476,0.369890763,855,451922,320743
119993,0.592229205,855,460826,297355
139034,0.008747047,855,452850,318678
120049,0.962756627,855,460873,315958
138804,0.821225113,855,434924,316523
137932,0.179588412,855,456438,299114
140101,0.361893702,855,460266,315423
120058,0.235913683,855,452834,292628
138906,0.280641826,855,451424,317930
139739,0.983570772,855,462652,299302
120061,0.210146511,855,441997,307311
139859,0.280035313,855,461857,300187
120070,0.753835805,855,455251,306160
120076,0.297173186,855,442119,295160
120079,0.121323726,855,459790,299880
138348,0.899393559,855,458621,298231
139751,0.045949361,855,462566,300579
139344,0.663174401,855,453205,297743
138891,0.662961662,855,444212,314086
140725,0.724558247,855,458731,309483
140746,0.727428662,855,459705,309251
120093,0.346682815,855,460274,298584
120096,0.636975596,855,435791,317456
139366,0.248743379,855,454026,319616
120098,0.476699598,855,455848,301835
138809,0.047674731,855,452507,306767
139620,0.762442585,855,453042,298645
139287,0.170164993,855,450579,320686
120105,0.569969841,855,452705,291726
120106,0.654037368,855,463902,299734
120109,0.048710438,855,461546,292335
138838,0.744082331,855,463859,309562
140230,0.377878551,855,457730,317588
138965,0.259364412,855,444325,296641
120114,0.993864487,855,444881,320655
120115,0.461156368,855,471944,302416
120116,0.222515801,855,456362,297471
138905,0.385339738,855,480268,338605
120119,0.152480081,855,440573,322972
120120,0.235445332,855,452082,293138
120121,0.877323455,855,444111,292454
120122,0.447934513,855,444712,327209
120123,0.387164138,855,441788,314614
120124,0.552890895,855,460547,313575
120125,0.949654035,855,451511,295405
140317,0.614026158,855,483462,329084
120127,0.545823021,855,445295,324688
120129,0.528563349,855,464526,293833
139744,0.058030742,855,469556,317505
120131,0.719476554,855,466070,298288
120132,0.813613603,855,474612,331175
141468,0.735282584,855,438304,295485
120134,0.18957623,855,442666,293817
120135,0.168649771,855,473627,329229
120136,0.623977074,855,467551,303239
120137,0.026749139,855,464212,284157
120137,0.081404204,855,464212,284157
120137,0.666765015,855,464212,284157
120137,0.43766281,855,464212,284157
120138,0.680276477,855,440504,310273
138358,0.507083662,855,468022,294159
120140,0.745148951,855,449295,287953
120141,0.994952742,855,472472,327299
120142,0.371967586,855,448211,323273
139864,0.902816584,855,470630,287149
141151,0.809210991,855,472937,287470
138359,0.229852586,855,474349,288736
139097,0.660416726,855,433562,312041
120149,0.579882027,855,440090,318767
140095,0.920300854,855,467448,323945
120151,0.815401621,855,435935,314509
138931,0.218812689,855,464542,312392
120153,0.501479288,855,455420,316444
120154,0.949464106,855,479859,335392
139874,0.450944531,855,458875,312305
120156,0.716353517,855,476296,324045
120157,0.970837222,855,448096,292200
120158,0.045912973,855,432754,301588
120159,0.972327989,855,448338,319816
120160,0.211079588,855,460258,281988
120161,0.9775805,855,448690,294786
120162,0.433755489,855,441480,316167
120163,0.071163109,855,455221,313004
138926,0.049936724,855,464958,315989
138930,0.651860596,855,461431,309189
120166,0.842102988,855,464815,303921
140912,0.891930834,855,476190,300929
120169,0.289232953,855,450855,287677
140913,0.25991942,855,480070,324866
120171,0.973246009,855,443466,316617
120172,0.998561557,855,432562,297339
120173,0.01997109,855,453215,314339
120174,0.162372078,855,460373,323242
120175,0.889823834,855,450324,322338
120176,0.501786079,855,478610,296590
120188,0.831370777,855,454162,284997
120190,0.649658738,855,435410,316845
120191,0.23395054,855,446695,297355
120192,0.011078086,855,431645,309492
120193,0.687250458,855,453639,285766
120194,0.506331125,855,439705,316906
120195,0.3087419,855,462040,295409
120196,0.681077163,855,461452,283254
120196,0.340748275,855,461452,283254
120196,0.829689534,855,461452,283254
120196,0.795195261,855,461452,283254
138902,0.280250335,855,465234,314509
120198,0.086457979,855,448762,293153
120199,0.983249015,855,434400,309380
120200,0.532702273,855,439879,297255
120201,0.194858657,855,450185,299149
120202,0.492355276,855,455851,297449
139854,0.912081297,855,456971,288016
120205,0.850420877,855,456697,310789
120206,0.757098048,855,460511,298963
120207,0.967573454,855,472523,293408
140909,0.136423067,855,484607,318841
139098,0.741605851,855,439882,303248
120210,0.968098022,855,447186,298153
120211,0.979360823,855,443104,294025
120211,0.891460586,855,443104,294025
120211,0.954831969,855,443104,294025
120211,0.538237463,855,443104,294025
120212,0.961729361,855,433767,312007
138299,0.233183194,855,447793,319646
138297,0.156522706,855,443615,316382
138294,0.19184173,855,453102,318389
120216,0.57095578,855,475021,318588
120218,0.29165194,855,461696,309977
138080,0.491070903,855,473035,287162
120220,0.751707855,855,442955,313791
139349,0.658430164,855,462630,312050
138295,0.196758252,855,453051,319786
140911,0.281743174,855,452928,319333
137799,0.256456097,855,457331,317868
138821,0.128560161,855,445553,314893
120236,0.343842291,855,451360,319420
137161,0.815822825,855,473193,288153
138301,0.885802255,855,442916,313470
141129,0.897080821,855,445234,297741
138327,0.859047166,855,445234,297741
138721,0.860986989,855,440628,310368
137367,0.336950258,855,453551,320071
137115,0.406579748,855,453830,284133
138108,0.771102863,855,440379,303161
137170,0.062113175,855,473212,286804
139442,0.181620148,855,447186,309315
138079,0.547968547,855,461483,310384
140103,0.147911189,855,443748,293273
138350,0.862018459,855,435974,317060
140787,0.730844828,855,459538,310169
138820,0.932243197,855,444827,327131
137828,0.864594115,855,454881,309387
138894,0.58400325,855,459776,298548
138819,0.835489832,855,480245,338420
138537,0.965972765,855,455190,302519
137120,0.219974347,855,463749,301018
139624,0.926311175,855,462941,299336
137969,0.957695494,855,448387,303371
137983,0.925366985,855,463026,312275
138524,0.704359223,855,457127,295447
138323,0.963608508,855,451907,306904
138627,0.101468516,855,451790,307026
137968,0.144009077,855,441739,295055
138529,0.125784305,855,457050,295738
137540,0.206997017,855,468127,293369
120274,0.849756563,855,448475,319823
138527,0.151884481,855,452853,292718
137401,0.116032181,855,452895,317097
138150,0.605760645,855,453849,285011
137640,0.158554617,855,456046,316708
138833,0.212862756,855,436322,316895
138298,0.974100666,855,451592,319512
138290,0.012961267,855,440719,297333
138628,0.919887637,855,474294,318695
137931,0.648976533,855,458512,298283
137984,0.040741597,855,459962,298603
120348,0.631304573,855,452291,313191
138935,0.004101184,855,460308,298442
138156,0.924521907,855,441894,294873
132211,0.219442659,856,456142,302416
136930,0.686439827,856,463104,303806
141137,0.572442599,856,457909,308286
130258,0.207586347,856,459962,304259
119999,0.726540662,856,460419,305022
120002,0.276111095,856,459849,305769
120005,0.256103251,856,460931,303417
120006,0.900280462,856,457627,301331
120007,0.692869652,856,460468,305169
120009,0.183214901,856,460177,306874
120012,0.728676447,856,462565,305838
139983,0.033384158,856,462565,305838
120014,0.858352158,856,456830,303267
120015,0.317381674,856,456925,305150
120016,0.877359773,856,456961,305206
120017,0.854752405,856,457721,304155
120018,0.282186425,856,461626,303520
120021,0.76761936,856,460225,300898
120022,0.264631291,856,460214,301011
120023,0.382240224,856,461276,305632
120024,0.370719095,856,461342,305650
120025,0.036544607,856,457333,302651
120026,0.399369174,856,457585,303844
120028,0.807694578,856,460653,306963
120029,0.922204032,856,457752,300615
120031,0.740255915,856,454562,304847
120034,0.223965926,856,456479,302795
120035,0.447380193,856,460050,304192
120036,0.64753863,856,460050,304192
120037,0.879688495,856,460124,305043
120038,0.54769781,856,456545,305789
120039,0.332090485,856,458397,307161
120040,0.6479165,856,456407,307328
120047,0.907250748,856,461153,308174
120053,0.453393445,856,458051,307761
120054,0.818567855,856,462211,304633
120056,0.292007059,856,464315,304725
120056,0.130017203,856,464315,304725
120056,0.695908173,856,464315,304725
120056,0.108268195,856,464315,304725
120057,0.158050213,856,463617,304845
120057,0.280811099,856,463617,304845
120057,0.608617797,856,463617,304845
120057,0.301500924,856,463617,304845
120063,0.09013703,856,459332,306451
120066,0.022188282,856,458687,301919
120066,0.85253085,856,458687,301919
120066,0.218457973,856,458687,301919
120066,0.291876185,856,458687,301919
120067,0.340691643,856,456006,308617
120068,0.732883057,856,462161,303232
120069,0.561533453,856,457666,299707
120071,0.055670009,856,458499,303207
120072,0.50407499,856,459927,304858
120077,0.16728942,856,458465,300783
120081,0.968784442,856,462892,303746
120084,0.50967611,856,460824,304392
120086,0.628574602,856,464073,305954
120087,0.362673795,856,456877,308876
120088,0.263865883,856,456518,305644
120089,0.296700001,856,457645,305340
120094,0.197649614,856,459692,304040
120095,0.459824244,856,461445,303823
120100,0.687441138,856,460619,307739
120101,0.8754462,856,458100,305256
131513,0.380958224,856,457539,309721
120103,0.695917371,856,463578,306642
120107,0.942750989,856,457360,306262
120108,0.285511009,856,460036,303774
130927,0.627947532,856,456593,304234
134305,0.379555952,856,457861,299102
120186,0.526090317,856,458934,307439
120187,0.785865226,856,461184,305184
120221,0.524914947,856,456685,304594
138081,0.701487644,856,460364,304952
120223,0.166171307,856,459989,306632
138115,0.882786129,856,463616,305714
120225,0.79494969,856,458640,299967
138185,0.287435616,856,460298,301890
120230,0.497507094,856,460114,302713
131002,0.66402922,856,459738,302262
130353,0.944552553,856,462973,303765
130755,0.839044067,856,462798,306394
130756,0.890265449,856,459464,302764
130757,0.032608871,856,459315,303472
141234,0.736666614,857,503702,310640
120042,0.225136039,857,492312,305222
138113,0.145123891,857,485288,308362
137358,0.224024888,857,485525,307761
120177,0.345894533,857,495551,308741
120178,0.477970102,857,492927,311045
141453,0.856093947,857,498092,304457
139858,0.271041544,857,484428,310940
141454,0.448185487,857,483070,314293
120184,0.625786356,857,486322,300043
120185,0.719048673,857,499993,309225
141452,0.298748665,857,490115,313859
139611,0.609784868,857,486525,309068
120229,0.763389406,857,493414,303363
139481,0.034352153,857,486140,299332
136629,0.425380169,857,486701,298778
137340,0.545048577,857,500280,309404
136530,0.093492969,857,485388,309063
123962,0.172766072,860,400020,312245
123967,0.223607433,860,385374,348746
132131,0.806736122,860,412204,309990
131652,0.733024074,860,385294,348509
133583,0.532602514,860,421210,303294
132043,0.40185627,860,380490,348545
138982,0.856356409,860,424090,322428
139719,0.328727189,860,423657,304446
139949,0.436104231,860,384550,355324
140195,0.49414818,860,383617,348806
140400,0.7123617,860,382417,346285
140402,0.319421574,860,405495,308829
140489,0.832579435,860,402278,308658
140490,0.714073385,860,401608,310598
140858,0.663241448,860,394529,306612
140996,0.280327062,860,391744,321493
141186,0.751995141,860,392413,324119
141188,0.763212357,860,423688,324154
124035,0.956301447,860,423950,323893
124039,0.789601046,860,424815,324466
124039,0.529468328,860,424815,324466
124039,0.03019361,860,424815,324466
124039,0.31361756,860,424815,324466
124040,0.026324355,860,424417,323899
124045,0.804458861,860,425753,321197
124046,0.010589647,860,427048,323197
136762,0.96454709,860,425856,321566
124051,0.368710068,860,424756,325132
124051,0.393064311,860,424756,325132
124051,0.67805763,860,424756,325132
124051,0.487986308,860,424756,325132
124052,0.627469996,860,408128,324704
138899,0.56703564,860,421144,325265
124054,0.111408678,860,407788,316206
124056,0.542230899,860,380305,351129
124057,0.661878256,860,381128,349960
124058,0.882602688,860,419262,318458
124058,0.380890145,860,419262,318458
124058,0.608726277,860,419262,318458
124058,0.451334083,860,419262,318458
124059,0.305100739,860,388512,357649
124060,0.464815483,860,387932,356757
124061,0.182734269,860,390764,358403
124062,0.314747251,860,388867,357122
124063,0.710956084,860,422312,321262
124067,0.262304202,860,398186,308822
124068,0.418865747,860,399427,311935
124069,0.189466029,860,402330,312945
124070,0.806378655,860,400935,310665
124072,0.804105872,860,399727,312790
124073,0.766416161,860,398510,312015
124074,0.73329143,860,397215,309564
124075,0.600757409,860,393707,347404
124076,0.225231717,860,400927,342889
124077,0.481635925,860,388012,302369
124079,0.416043184,860,419359,300176
124080,0.71849038,860,418850,310579
124081,0.230354589,860,420304,301705
141278,0.582922063,860,393832,305037
124084,0.34742896,860,415695,313451
124085,0.248682612,860,395039,337673
124086,0.03553102,860,386119,355438
124087,0.751539343,860,417927,305209
124089,0.248016509,860,384269,354797
124090,0.905703586,860,382836,354355
124091,0.310471204,860,385620,356750
124093,0.358058541,860,406023,329560
124094,0.953514722,860,384242,284067
124095,0.630007651,860,384196,283410
124097,0.512730878,860,382867,352636
124098,0.505348741,860,399196,356488
124099,0.380062472,860,397394,356386
137268,0.802116026,860,411391,310475
124101,0.439731168,860,412856,310235
124102,0.872181556,860,378333,345586
124103,0.18346492,860,408279,317803
124104,0.349410108,860,418556,302300
124105,0.360425672,860,397964,331748
124106,0.815525268,860,384245,349223
138043,0.876929872,860,384538,349659
124108,0.771618716,860,383202,349993
124109,0.250790804,860,384623,345189
124110,0.432751577,860,385093,345914
124111,0.912346192,860,384862,347306
124111,0.893575559,860,384862,347306
124111,0.897266169,860,384862,347306
124111,0.867182294,860,384862,347306
124115,0.88787237,860,385695,347374
124119,0.932677565,860,383695,345025
124120,0.492436482,860,405361,345051
124125,0.07528634,860,403696,318818
124126,0.444301662,860,411182,304536
124127,0.524522881,860,409369,300774
124130,0.890345666,860,395120,320619
124131,0.775563435,860,389462,333261
124132,0.491242193,860,425713,326692
124133,0.137406692,860,419621,305652
140522,0.908361477,860,420036,305538
140523,0.399507305,860,420766,305411
124139,0.365724494,860,387775,297508
124140,0.850856096,860,416029,307940
124141,0.624327294,860,386649,332823
124142,0.727404693,860,408694,333347
124145,0.119880486,860,393149,339816
124146,0.92474486,860,392715,353561
124147,0.308207653,860,421165,305469
124148,0.136063322,860,392515,314369
124149,0.9857378,860,389450,358123
124150,0.25469176,860,419219,318110
124151,0.010783575,860,409374,315670
124152,0.562454541,860,397166,355857
124154,0.751469339,860,421514,300079
124155,0.90868764,860,422918,304189
124156,0.063526176,860,421461,301973
124157,0.21519254,860,422737,301147
124158,0.191509396,860,422897,300532
124159,0.174875619,860,422408,303613
124160,0.862563966,860,422145,304220
124161,0.835475495,860,411714,310806
124163,0.172625166,860,395048,341145
124164,0.325689972,860,389925,332968
124165,0.912686991,860,421729,302274
124166,0.299138846,860,422834,302603
124167,0.381463567,860,394490,320740
124167,0.83206115,860,394490,320740
124167,0.140527404,860,394490,320740
124167,0.125756406,860,394490,320740
124169,0.055644484,860,383629,349363
124170,0.386806254,860,422395,301836
124171,0.048582254,860,403128,318464
124172,0.870447727,860,422366,302935
124173,0.226020042,860,392835,313808
124174,0.365185605,860,387855,303447
124175,0.540783832,860,401645,308189
124176,0.195498918,860,423499,303557
124177,0.753362265,860,386236,300058
141450,0.492688281,860,423089,302931
124179,0.752743857,860,423481,302203
124183,0.517047993,860,400713,310251
124184,0.052533889,860,386637,299805
124184,0.440098515,860,386637,299805
124184,0.468403018,860,386637,299805
124184,0.021012286,860,386637,299805
124185,0.056194263,860,412217,310934
124188,0.030945659,860,385565,348416
124189,0.489724601,860,397218,307088
124190,0.325409536,860,398864,305623
124191,0.107102159,860,398804,307283
124192,0.513088173,860,387138,292177
124193,0.604672704,860,386994,293094
124196,0.788099743,860,391332,324917
124197,0.277277441,860,391732,325739
124197,0.227012617,860,391732,325739
124197,0.94384761,860,391732,325739
124197,0.272161683,860,391732,325739
124199,0.987379491,860,393728,322744
124200,0.005659557,860,390502,323817
124202,0.687956105,860,391715,320738
124203,0.170918916,860,390972,321743
124205,0.933148536,860,392350,321260
124206,0.62979765,860,404989,310419
124207,0.333785572,860,404584,309489
124209,0.39177219,860,406613,309305
124210,0.769658142,860,405079,312043
124211,0.748606889,860,406177,309314
124212,0.218352883,860,404157,310089
124214,0.611869617,860,405231,308174
141493,0.648907769,860,399273,313454
124218,0.591353551,860,423828,327667
124219,0.168852552,860,421605,303536
124220,0.448355288,860,398295,311960
132260,0.588543566,860,396070,341327
124231,0.91613343,860,417147,314861
124232,0.2288792,860,374209,335693
124233,0.846978435,860,389342,338486
124234,0.311506501,860,395747,320783
124235,0.251438253,860,375521,348539
124236,0.023973338,860,383416,309481
124237,0.494228446,860,388234,308712
124238,0.082535571,860,390563,354076
124240,0.717580374,860,399070,311488
124241,0.359685649,860,396991,352254
124242,0.919113089,860,425298,310947
124243,0.453208438,860,386728,303818
124244,0.900376689,860,401172,321209
124244,0.550526005,860,401172,321209
124244,0.712070148,860,401172,321209
124244,0.429658451,860,401172,321209
124245,0.396565821,860,390967,307079
124246,0.124298101,860,410068,340570
124247,0.039045945,860,415673,328296
124249,0.580849354,860,421089,312169
124250,0.128000578,860,392444,353111
124252,0.734986771,860,400751,311911
124253,0.432222179,860,394304,358696
124254,0.786256726,860,380928,345365
124255,0.738575518,860,382539,354084
124258,0.396269549,860,412278,309346
124259,0.057894876,860,412435,309842
124260,0.337833067,860,408006,314532
124260,0.474612062,860,408006,314532
124260,0.913046237,860,408006,314532
124260,0.353089636,860,408006,314532
124261,0.044830722,860,408762,365016
124262,0.278189683,860,413533,330906
124263,0.238986227,860,415561,345478
124265,0.607158202,860,382942,350823
124267,0.594396798,860,381146,346595
124268,0.289376111,860,385588,347976
124269,0.757573208,860,382289,299266
124270,0.660460881,860,418105,322944
124271,0.621828116,860,404335,317669
124272,0.197651597,860,393986,362460
124275,0.601965122,860,391087,333005
124276,0.051063432,860,391085,335785
124276,0.039168829,860,391085,335785
124276,0.015454851,860,391085,335785
124276,0.397976782,860,391085,335785
124277,0.499216105,860,407368,303957
124277,0.158323835,860,407368,303957
124277,0.001015616,860,407368,303957
124277,0.69614918,860,407368,303957
124278,0.751403632,860,386327,290898
124279,0.321146905,860,387131,338397
124280,0.119636128,860,385061,293885
124281,0.220249627,860,421379,328755
124282,0.888745245,860,407992,334154
124283,0.920239144,860,396156,349403
124284,0.738907474,860,385013,313111
124286,0.244921455,860,414072,319151
124286,0.13880417,860,414072,319151
124286,0.006560272,860,414072,319151
124286,0.822632934,860,414072,319151
124287,0.310770831,860,401014,359960
124289,0.958588313,860,377168,344389
124290,0.725928751,860,379616,340182
124291,0.162151595,860,405784,316179
124292,0.883830175,860,403125,318691
124293,0.036623195,860,390067,334187
124293,0.123530123,860,390067,334187
124293,0.780574063,860,390067,334187
124293,0.63429143,860,390067,334187
124294,0.374067935,860,425271,323659
124295,0.145049051,860,396157,303814
124296,0.382055086,860,382693,328662
124296,0.531749148,860,382693,328662
124296,0.065791238,860,382693,328662
124296,0.090799338,860,382693,328662
124297,0.661933392,860,393861,323733
124297,0.965301197,860,393861,323733
124297,0.927420054,860,393861,323733
124297,0.522430098,860,393861,323733
124298,0.999825349,860,397745,326952
124298,0.826659502,860,397745,326952
124298,0.76323209,860,397745,326952
124298,0.60931262,860,397745,326952
124300,0.3094874,860,380214,325333
124301,0.876281537,860,386762,320470
124302,0.639231612,860,385195,324383
124304,0.338504367,860,400069,325476
124304,0.090909185,860,400069,325476
124304,0.414260971,860,400069,325476
124304,0.868571176,860,400069,325476
124305,0.390167021,860,408450,358947
124306,0.5604179,860,407818,350821
138722,0.479937899,860,406456,345819
124327,0.536316178,860,426029,323175
124328,0.315527333,860,407479,342372
124329,0.480961409,860,395507,317792
124331,0.239277407,860,394823,342990
124332,0.588991389,860,400647,343043
124333,0.725098438,860,402917,337968
124334,0.213482819,860,384745,317595
124335,0.947991355,860,404832,320523
124336,0.325405882,860,397662,344054
124337,0.378351407,860,413416,350979
124338,0.718564911,860,412144,316681
124339,0.19514667,860,401371,346724
124340,0.773629949,860,399556,357192
124341,0.020800095,860,398568,355708
124342,0.057407006,860,372401,337322
124343,0.938195234,860,392519,314188
124344,0.426065559,860,408568,334115
124345,0.033901056,860,420996,306495
124348,0.60816585,860,387838,309130
124348,0.933067122,860,387838,309130
124348,0.548074045,860,387838,309130
124348,0.771705314,860,387838,309130
124349,0.228970151,860,398143,309630
138723,0.025197966,860,395128,342852
124351,0.187692949,860,404508,308568
138724,0.709616552,860,400852,343140
124353,0.260073188,860,399891,322747
124353,0.991433991,860,399891,322747
124353,0.782930833,860,399891,322747
124353,0.705769204,860,399891,322747
124354,0.018880501,860,400205,311696
140146,0.822468925,860,383975,354362
138725,0.199885721,860,398042,356251
124357,0.796680231,860,412295,309246
140803,0.377376045,860,384425,346140
124359,0.657120155,860,385759,347936
124360,0.44780581,860,404512,317209
124362,0.731199922,860,392134,324237
124362,0.7617239,860,392134,324237
124362,0.358675021,860,392134,324237
124362,0.150697824,860,392134,324237
124363,0.560038081,860,389997,334038
124363,0.297219818,860,389997,334038
124363,0.234363729,860,389997,334038
124363,0.663710149,860,389997,334038
138726,0.476022774,860,401011,339748
138727,0.653769056,860,408719,333636
124367,0.208373075,860,384891,343644
140129,0.49734912,860,388591,357113
124369,0.84111201,860,420002,305645
124370,0.534276705,860,391419,321505
124370,0.850085497,860,391419,321505
124370,0.085267332,860,391419,321505
124370,0.634235408,860,391419,321505
124371,0.979232188,860,394744,321465
124371,0.133011883,860,394744,321465
124371,0.530983588,860,394744,321465
124371,0.785874466,860,394744,321465
124372,0.650036884,860,386603,292904
124373,0.273814191,860,422109,302194
124374,0.578185139,860,387406,303031
124375,0.562170354,860,411739,310450
124376,0.651414786,860,399106,307771
124377,0.877876993,860,413587,325334
124379,0.495343288,860,399737,322570
124380,0.940196493,860,384316,354057
124381,0.039125147,860,402196,349869
